feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-1.147202093889784,-1.6708510475890916,1.371919179880117,1.267550845732498,0.7647522067829706,0.5737000969002772,-1.5984906428276264,-0.55701546815813,4.353264554525023,-0.9638708563905249,0
-1.1913868743434026,-2.2856856676639827,1.3207173699078942,2.2274571479957173,-0.609109993703139,1.084255460174339,-4.219593529122747,0.7588096850156215,-1.4292998085125102,0.36995582829515583,0
-3.8972591539387063,-3.4135366011810953,10.155710498655118,-1.069621886386751,4.479521737428164,-2.298346328095649,-2.6106690245028914,-1.311350252008181,-1.1988165140031701,0.062056333747538384,1
-0.685141546184419,3.243428323993238,-5.0776429481801975,-0.0167001244267162,-1.5587930482574834,-0.04547113887704923,-0.5318949913460742,-1.0996985874056617,0.6567820288346533,1.6048891041666897,0
-2.423254451067201,-0.4303410021335359,0.3236213879461781,-0.7740681263282864,0.12466899494957939,-0.4084507822398429,-2.5443627823338977,-1.7625229808505396,-0.5569545246679803,2.9433706014990584,0
-1.1928257184645346,0.7456358796151266,-1.69140435555359,-2.8312244107667617,0.8853687454807866,0.13489029133215957,-0.8662079173928455,-0.511422479978421,1.586088952190838,3.4925348258215214,0
-2.792840187032046,-0.986567149808078,6.498748666267776,-0.5330190951275446,4.558594811721842,1.350474025220188,-3.857968372763655,1.2766038380800315,-2.07268972032739,-2.020575825190009,1
2.1600193731800217,0.012693143768426118,-2.9437635351293743,-1.8587373987445073,-0.038506845170142245,0.946929192321377,0.8250039177641697,0.23834646571764945,2.2421366628706667,1.7459282756278098,1
-0.08243577635984578,0.6808458347583193,1.2965070677240262,1.7680044824142958,1.0229301620275963,0.9839864113718579,-2.5221491628173665,-2.394652258432087,-2.2767953940730736,-2.48440625085079,1
-0.6235384964372472,2.2891980566496324,-4.0254932816697275,-0.1267641382513684,-0.6837769643953406,1.209884880896704,-1.9784428529897364,-0.00800403248925917,0.03511589601187348,1.376738370196441,1
-0.8678391601435296,-0.19837319743188342,2.2654875753896984,-0.4236817666928445,2.5423312971513745,0.719118519865362,-2.066198474450733,0.19505778487968162,0.9188266383941848,-0.8685178475557593,1
-3.527736275225301,3.5607032330957376,-2.2082298717470823,-0.08395395671094422,-0.5144400132010547,-1.5542253099937255,-2.5035081472859635,1.2618565365208698,-1.7975061851863132,2.400575815406931,0
5.817313631936032,-1.2063898391173136,-0.9278407324842504,1.242909435169795,-0.5458131100805355,-2.284208173615976,-0.2472617291245287,2.279416736851362,0.3837466436466892,0.2841076657645407,1
0.9066179415398592,2.619295576758792,-6.4117950572528395,3.711103120035954,-3.668846164749397,-1.4476065859006844,-3.366833261943252,-1.5827072632722123,0.3415692177990346,1.482620459980775,1
1.1694609985213105,1.5333838020004178,-5.506529094613831,4.27963588321203,-2.607443884119067,-1.8772311631991125,-5.55169488690171,0.22900597995424554,2.9422136044201292,1.7436968493223017,0
3.843903494120861,0.5782860718150551,-3.2325169916783274,3.0522866988383353,-1.721206573671933,-0.35957560740084404,-0.557392809615376,0.312622633872329,1.460809666867143,-1.7528878377706483,1
-2.3516412868447842,1.2785383569929776,-1.8436414541975696,-0.4273993326030531,-0.5067836140780069,-0.9501607100728937,-2.1555897852437247,-1.4725699871889775,0.552035106377819,2.9337175796773103,0
0.6720300242389263,0.5687091853104734,-2.8362568426581234,0.9195440186100229,-0.644523073220586,1.427412624810061,-1.3681411228750682,0.5463991266752499,1.8618134824880126,-0.16751348590675752,0
1.6121276316664535,-2.096313990783144,5.712670841154377,1.9747905166218493,0.8190532850464716,-4.302369128831577,0.3155834946023255,0.564187817598388,-1.7210319908064642,-1.6595423333779862,1
-2.0896737824529987,-0.791602649139963,6.063906513715266,-0.2756041947173181,4.121846101069973,0.5149321335204278,-2.8001626950352514,0.8885327628120482,-1.2467989717914805,-2.235425905153544,1
-0.492773489960732,-0.8350615358054834,0.16335181203156288,-1.0081167471247447,1.1260044012084673,0.6112309618251652,-1.3769387603842365,-2.337924237660799,2.4260240828989805,1.2416668691738297,0
-5.07823903401706,2.0917177187035447,-1.193846827663356,0.036673982120802015,-1.3019924627399402,-1.7999045857796792,-1.4540176273633334,-0.9009619756883769,-0.3883991139353479,2.838971489582524,0
-1.1763093797346944,2.2578550619864934,-3.7636254074889397,-2.145165598359624,-0.24265783995195367,0.5255441066801312,-0.9174845228147316,2.3295978046214803,0.14612879975003978,3.2310219619732585,0
-1.3114974969751902,1.5113656263951571,-2.8347128025690695,0.8589599819284083,-1.6058140847649418,0.18056933654361418,-1.4146986545943543,0.11173018525193214,-0.6489044652901599,1.1581758031007874,0
1.9997180375915977,-0.3205668056570228,-3.412385446250963,0.3878515300278777,-1.7186366434149378,-0.18416238111139505,0.4002661714618223,1.21323983826474,2.729791685031053,1.3973334139396254,1
0.0343238568355857,-0.6418587413394321,2.373549229658911,0.8488461004536083,0.866626661800391,-0.911860465422542,-1.0729477946577335,-0.560124069066595,-0.7788080916704785,-0.8725175731927567,1
-0.5996642690667988,0.5179042222423358,-1.921724589561161,-2.5913128126804814,0.6284178154659197,-0.23029683583243532,-1.4202306986369286,0.9765444751538083,1.148236002996004,3.9877525288091387,0
0.061715566626622254,-0.2104226839612462,-1.538640177192517,1.097921648220876,-1.2883285943196154,0.8326668533403507,-2.1983238264602467,-0.7144491092917985,-1.8326374400473597,0.9168200008873791,0
-0.3053917032264142,0.8543001665837535,-2.5028111826372346,-2.313123534721934,0.4585256237506048,1.3392222535352545,-0.8444439442292306,0.07309807721165089,0.6096812961073841,2.5635074423018906,0
-2.866033906371902,1.9376179243596339,-0.5816834563614188,-2.2351340108691296,1.3944237244026625,-0.5754654141079523,-0.8655633330918129,0.18495480218043323,1.3732940868018886,2.257488310335188,0
0.9369426229501778,-1.588063252902892,2.6629361351331386,0.8627453352483518,0.24498801878978405,-2.641683203902245,-0.4054588784974902,0.6963391476988771,-0.23326596215556294,0.2832935483956467,1
